filename,r2,rmse,season,fractional_forest_cover,condition,region,checkpoint_name,month
LC09_20220807_FSC28_51.178104242382716_-117.57908666128695.tif,0.8530298432883943,0.1600390821695327,summer,0.0025,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC28_51.79060909945576_-116.48169794103221.tif,0.7604221761757874,0.1965974271297454,summer,0.0578,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC29_50.86815960684008_-117.04595205008259.tif,0.4677765835606474,0.3104736804962158,summer,0.0792,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC29_51.2142614779563_-118.36125205402249.tif,0.3431276851366405,0.3296678364276886,summer,0.0081,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC29_52.64434047884469_-117.37123446746523.tif,0.940891121184004,0.1021173223853111,summer,0.0005,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC2_50.790355704164334_-116.99064379725036.tif,-2.5757423254464205,0.2183295041322708,summer,0.1678,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC2_51.5898133016401_-117.62479034639948.tif,-4.051206449233424,0.2971960008144378,summer,0.0045,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC2_52.03319936667728_-118.08978796682176.tif,0.4409788558010651,0.1026035770773887,summer,0.0612,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC32_51.834063563020564_-116.19852647575381.tif,0.9318255798759928,0.117851085960865,summer,0.0007,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC33_51.567334277719134_-117.68147564117196.tif,0.809302444263755,0.1841624230146408,summer,0.0,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC34_51.30974970457152_-117.93628570307261.tif,0.5841592746492863,0.2527922093868255,summer,0.0,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC35_51.757083730087494_-117.10140255397529.tif,0.8940248850912388,0.1446212083101272,summer,0.0006,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC36_51.163767644129386_-116.01564364665072.tif,0.7442280937602173,0.22979336977005,summer,0.0108,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC37_50.845045355512620_-117.30326529646715.tif,0.5315504447507284,0.3012678027153015,summer,0.0153,clear_1y17j4tq_with,rockies,seasons,08
LC09_20220807_FSC37_51.13183379273626_-118.06056938157384.tif,0.794318114854095,0.1884898990392685,summer,0.0052,clear_1y17j4tq_with,rockies,seasons,08
